区,招生学校,最低分,同分优待,综评,语数外,数学,语文,综合测试
黄浦区,上海市建平中学,755,否,50,411.5,137,132,147
黄浦区,上海市进才中学,752.5,否,50,412.5,139,132,146
黄浦区,华东师范大学第二附属中学,760,否,50,421,142,131,144
黄浦区,上海南汇中学,718.5,否,50,393.5,139,118,134
黄浦区,上海市浦东复旦附中分校,758,否,50,418,142,130,142
黄浦区,上海市洋泾中学,733.5,否,50,396,140,116,144
黄浦区,上海市高桥中学,717.5,否,50,393.5,119,128,130
黄浦区,上海市川沙中学,728.5,否,50,390.5,122,121,142
黄浦区,上海市金山中学,743.5,否,50,404.5,130,132,142
黄浦区,华东师范大学第三附属中学,692.5,否,50,363,120,117,136
黄浦区,上海市松江二中,751,否,50,413,134,133,143
黄浦区,上海市松江一中,703,否,50,366.5,102,126,144
黄浦区,上海外国语大学附属外国语学校松江云间中学,729.5,否,50,401.5,128,133,132
黄浦区,上海市青浦高级中学,722,否,50,387,135,125,143
黄浦区,复旦大学附属中学青浦分校,738.5,否,50,398,124,128,146
黄浦区,上海市朱家角中学,709.5,否,50,381,111,132,137
黄浦区,上海市奉贤中学,757.5,否,50,419,141,129,144
黄浦区,华东师范大学第二附属中学临港奉贤分校,736.5,否,50,397,136,120,147
黄浦区,上海市崇明中学,713,否,50,386,118,129,136
