区,初中学校,招生学校,最低分,同分优待,综评,语数外,数学,语文,综合测试
松江区,上海市松江区洞泾外国语实验学,上海师范大学附属中学松江分校,713,否,50,395.5,125,131,126
松江区,上海市松江区洞泾外国语实验学,上海市松江一中,706.5,否,50,378,119,125,138
松江区,上海市松江区洞泾外国语实验学,上海外国语大学附属外国语学校松江云间中学,701,否,50,372.5,112,119,136
松江区,上海市三新学校松江东部分校,上海市松江二中,744,否,50,413,132,134,137
松江区,上海市三新学校松江东部分校,华东师范大学第二附属中学松江分校,744,否,50,407.5,138,130,145
松江区,上海市三新学校松江东部分校,上海师范大学附属中学松江分校,738.5,否,50,410,142,122,138
松江区,上海市三新学校松江东部分校,上海市松江一中,731,否,50,406,138,127,136
松江区,上海市三新学校松江东部分校,上海外国语大学附属外国语学校松江云间中学,740,否,50,412.5,142,124,134
松江区,上海市松江区科技学校,上海交通大学附属中学,754,否,50,411.5,150,123,147
松江区,上海市松江区科技学校,上海市松江二中,744.5,否,50,413.5,139,133,136
松江区,上海市松江区科技学校,华东师范大学第二附属中学松江分校,754,否,50,419,144,133,141
松江区,上海市松江区科技学校,上海师范大学附属中学松江分校,739.5,否,50,401.5,135,120,142
松江区,上海市松江区科技学校,上海市松江一中,733.5,否,50,393.5,127,126,142
松江区,上海市松江区科技学校,上海外国语大学附属外国语学校松江云间中学,740,否,50,405,141,119,145
浦东新区,上海市建平中学西校,上海中学东校,750.5,否,50,411.5,134,130,142
浦东新区,上海市建平中学西校,上海市建平中学,759,否,50,421,146,131,141
浦东新区,上海市建平中学西校,上海市进才中学,754,否,50,413,141,128,144
浦东新区,上海市建平中学西校,上海南汇中学,722,否,50,402,132,128,128
浦东新区,上海市建平中学西校,上海市浦东复旦附中分校,763.5,否,50,419.5,140,136,148
浦东新区,上海市建平中学西校,上海市洋泾中学,746,否,50,410,136,132,141
浦东新区,上海市建平中学西校,上海市高桥中学,729,否,50,404,131,126,129
浦东新区,上海市建平中学西校,上海市川沙中学,743.5,否,50,402.5,125,130,145
浦东新区,上海市进才中学北校,上海市上海中学,766,否,50,429,147,134,142
浦东新区,上海市进才中学北校,上海中学东校,750.5,否,50,414.5,138,131,140
浦东新区,上海市进才中学北校,上海市建平中学,760,否,50,424,146,130,140
浦东新区,上海市进才中学北校,上海市进才中学,755,否,50,413,135,134,146
浦东新区,上海市进才中学北校,上海南汇中学,724.5,否,50,394.5,133,113,136
浦东新区,上海市进才中学北校,上海市浦东复旦附中分校,764,否,50,425,144,132,142
浦东新区,上海市进才中学北校,上海市洋泾中学,744.5,否,50,406.5,136,127,143
浦东新区,上海市进才中学北校,上海市高桥中学,732,否,50,404,129,135,138
浦东新区,上海市进才中学北校,上海市川沙中学,740,否,50,417.5,146,124,134
浦东新区,华东师范大学附属东昌中学南校,上海中学东校,741.5,否,50,406.5,140,125,144
浦东新区,华东师范大学附属东昌中学南校,上海市建平中学,755.5,否,50,416.5,142,128,146
浦东新区,华东师范大学附属东昌中学南校,上海市进才中学,754.5,否,50,412.5,135,131,147
浦东新区,华东师范大学附属东昌中学南校,上海南汇中学,726.5,否,50,406,131,129,130
浦东新区,华东师范大学附属东昌中学南校,上海市浦东复旦附中分校,765.5,否,50,422.5,146,132,147
浦东新区,华东师范大学附属东昌中学南校,上海师范大学附属中学,737.5,否,50,403,132,133,139
浦东新区,华东师范大学附属东昌中学南校,上海市洋泾中学,742,否,50,405,132,130,144
浦东新区,华东师范大学附属东昌中学南校,上海市高桥中学,737,否,50,408,142,126,139
浦东新区,华东师范大学附属东昌中学南校,上海市川沙中学,742.5,否,50,402.5,128,128,144
浦东新区,上海市洋泾中学东校,上海中学东校,743,否,50,408,145,124,141
浦东新区,上海市洋泾中学东校,上海市建平中学,754,否,50,412.5,138,129,149
浦东新区,上海市洋泾中学东校,上海市进才中学,744,否,50,410.5,146,126,144
浦东新区,上海市洋泾中学东校,上海南汇中学,718.5,否,50,386,122,122,144
浦东新区,上海市洋泾中学东校,上海市浦东复旦附中分校,756.5,否,50,423.5,138,137,143
浦东新区,上海市洋泾中学东校,上海市洋泾中学,745,否,50,415.5,140,135,141
浦东新区,上海市洋泾中学东校,上海市高桥中学,717,否,50,381.5,115,126,145
浦东新区,上海市洋泾中学东校,上海市川沙中学,735.5,否,50,407.5,147,125,140.5
浦东新区,上海市上南中学东校,上海中学东校,742,否,50,407.5,139,126,138
浦东新区,上海市上南中学东校,上海市建平中学,750.5,否,50,409,140,128,149
浦东新区,上海市上南中学东校,上海市进才中学,748,否,50,411,136,130,142
浦东新区,上海市上南中学东校,华东师范大学第二附属中学,762.5,否,50,422.5,145,133,145
浦东新区,上海市上南中学东校,上海南汇中学,727.5,否,50,398.5,128,126,135
浦东新区,上海市上南中学东校,上海市浦东复旦附中分校,753.5,否,50,422.5,142,135,138
浦东新区,上海市上南中学东校,上海市洋泾中学,744.5,否,50,416,142,132,139
浦东新区,上海市上南中学东校,上海市高桥中学,722,否,50,396.5,125,123,128
浦东新区,上海市上南中学东校,上海市川沙中学,739,否,50,409,128,134,138
浦东新区,上海市上南中学北校,上海中学东校,743,否,50,413.5,138,128,136
浦东新区,上海市上南中学北校,上海市建平中学,725,否,50,390.5,123,128,141
浦东新区,上海市上南中学北校,上海市进才中学,744,否,50,409.5,138,129,143
浦东新区,上海市上南中学北校,华东师范大学第二附属中学,744,否,50,417,144,130,132
浦东新区,上海市上南中学北校,上海南汇中学,718,否,50,393,121,127,132
浦东新区,上海市上南中学北校,上海市浦东复旦附中分校,742,否,50,404.5,140,122,146
浦东新区,上海市上南中学北校,上海市洋泾中学,740,否,50,406,127,135,140
浦东新区,上海市上南中学北校,上海市高桥中学,724,否,50,387,121,127,143
浦东新区,上海市上南中学北校,上海市川沙中学,743,否,50,406.5,140,127,142
浦东新区,上海市三林中学北校,上海中学东校,728,否,50,404.5,133,131,132
浦东新区,上海市三林中学北校,上海市建平中学,730.5,否,50,395.5,131,121,143
浦东新区,上海市三林中学北校,上海市进才中学,740,否,50,408,147,117,140
浦东新区,上海市三林中学北校,上海南汇中学,715,否,50,395,129,123,126
浦东新区,上海市三林中学北校,上海市浦东复旦附中分校,749.5,否,50,410,136,135,145.5
浦东新区,上海市三林中学北校,上海市洋泾中学,732,否,50,395,132,125,141
浦东新区,上海市三林中学北校,上海市高桥中学,726.5,否,50,397.5,134,126,139
浦东新区,上海市三林中学北校,上海市川沙中学,735,否,50,399.5,131,127,144
浦东新区,上海市洪山中学,上海交通大学附属中学,751.5,否,50,413.5,137,130,143
浦东新区,上海市洪山中学,上海中学东校,738.5,否,50,411,137,132,134
浦东新区,上海市洪山中学,上海市建平中学,731,否,50,396,132,124,137
浦东新区,上海市洪山中学,上海市进才中学,740,否,50,404.5,138,127,138
浦东新区,上海市洪山中学,上海南汇中学,717,否,50,393.5,121,133,131
浦东新区,上海市洪山中学,上海市浦东复旦附中分校,738,否,50,402,136,120,138
浦东新区,上海市洪山中学,上海市洋泾中学,737,否,50,397.5,132,121,146
浦东新区,上海市洪山中学,上海市高桥中学,728.5,否,50,392,131,121,144
浦东新区,上海市洪山中学,上海市川沙中学,723.5,否,50,389.5,119,125,137
浦东新区,上海市上南中学南校,上海中学东校,743,否,50,409,136,130,137
浦东新区,上海市上南中学南校,上海市建平中学,756,否,50,420,138,135,139
浦东新区,上海市上南中学南校,上海市进才中学,751.5,否,50,413,142,126,145
浦东新区,上海市上南中学南校,上海南汇中学,729,否,50,393,127,124,141
浦东新区,上海市上南中学南校,上海市浦东复旦附中分校,763.5,否,50,419.5,146,130,146
浦东新区,上海市上南中学南校,上海师范大学附属中学,739.5,否,50,409.5,142,124,139.5
浦东新区,上海市上南中学南校,上海市洋泾中学,743,否,50,410,129,137,141
浦东新区,上海市上南中学南校,上海市高桥中学,730.5,否,50,402,129,133,134
浦东新区,上海市上南中学南校,上海市川沙中学,736.5,否,50,401.5,144,126,145
浦东新区,上海市清流中学,上海中学东校,740,否,50,398,133,123,146
浦东新区,上海市清流中学,上海市建平中学,751.5,否,50,414.5,138,133,145
浦东新区,上海市清流中学,上海市进才中学,751,否,50,410,143,127,145
浦东新区,上海市清流中学,上海南汇中学,729,否,50,400,123,136,134
浦东新区,上海市清流中学,上海市浦东复旦附中分校,750.5,否,50,411.5,139,127,146
浦东新区,上海市清流中学,上海市洋泾中学,739.5,否,50,407.5,142,123,142
浦东新区,上海市清流中学,上海市高桥中学,732,否,50,394,130,128,144
浦东新区,上海市清流中学,上海市川沙中学,737,否,50,410,136,130,133
浦东新区,上海市清流中学,上海市实验学校,762.5,否,50,417,142,127,148
浦东新区,上海市浦泾中学,上海中学东校,716.5,否,50,394.5,120,132,131
浦东新区,上海市浦泾中学,上海市建平中学,732,否,50,401,137,120,139
浦东新区,上海市浦泾中学,上海市进才中学,731,否,50,404.5,131,133,130
浦东新区,上海市浦泾中学,华东师范大学第二附属中学,745.5,否,50,407.5,143,122,144
浦东新区,上海市浦泾中学,上海南汇中学,714,否,50,393,120,134,125
浦东新区,上海市浦泾中学,上海市浦东复旦附中分校,724,否,50,388,119,121,142
浦东新区,上海市浦泾中学,上海市洋泾中学,727.5,否,50,397.5,134,120,136
浦东新区,上海市浦泾中学,上海市高桥中学,717,否,50,396.5,123,131,129
浦东新区,上海市浦泾中学,上海市川沙中学,736.5,否,50,402.5,134,124,139
浦东新区,上海交通大学附属浦东实验中学,上海中学东校,751.5,否,50,409.5,140,127,147
浦东新区,上海交通大学附属浦东实验中学,上海市建平中学,760,否,50,420,140,135,142
浦东新区,上海交通大学附属浦东实验中学,上海市进才中学,751,否,50,416,142,128,140
浦东新区,上海交通大学附属浦东实验中学,上海南汇中学,731.5,否,50,397.5,130,125,141
浦东新区,上海交通大学附属浦东实验中学,上海市浦东复旦附中分校,762,否,50,424,141,134,145
浦东新区,上海交通大学附属浦东实验中学,上海市洋泾中学,744,否,50,412.5,146,124,139
浦东新区,上海交通大学附属浦东实验中学,上海市高桥中学,733.5,否,50,396.5,122,129,141
浦东新区,上海交通大学附属浦东实验中学,上海市川沙中学,744,否,50,406,142,123,143
浦东新区,上海市浦东新区教育学院附属实验中学,复旦大学附属中学,745.5,否,50,415.5,144,126,141
浦东新区,上海市浦东新区教育学院附属实验中学,上海中学东校,690.5,否,50,374,133,120,128
浦东新区,上海市浦东新区教育学院附属实验中学,上海市建平中学,714,否,50,384,124,123,136
浦东新区,上海市浦东新区教育学院附属实验中学,上海市进才中学,721.5,否,50,391.5,124,123,138
浦东新区,上海市浦东新区教育学院附属实验中学,上海南汇中学,697.5,否,50,379.5,128,119,126
浦东新区,上海市浦东新区教育学院附属实验中学,上海市浦东复旦附中分校,736.5,否,50,405.5,142,126,141
浦东新区,上海市浦东新区教育学院附属实验中学,上海市洋泾中学,709.5,否,50,389.5,122,128,127
浦东新区,上海市浦东新区教育学院附属实验中学,上海市高桥中学,705,否,50,376,144,118,140
